2019-03-19 22:03:563 INFO  TestBase : 133 - Initialize WebDriver 1324829744
2019-03-19 22:03:567 INFO  WaitHelper : 28 - WaitHelper object created
2019-03-19 22:03:574 INFO  WaitHelper : 35 - setting implicit wait to 120
2019-03-19 22:03:574 INFO  WaitHelper : 99 - waiting for the page to load for : 100 seconds
2019-03-19 22:03:578 INFO  WaitHelper : 101 - page has been loaded
2019-03-19 22:03:64 INFO  TestBase : 190 - Navigating to : https://www.amazon.com
2019-03-19 22:03:86 INFO  WaitHelper : 28 - WaitHelper object created
2019-03-19 22:03:112 INFO  WaitHelper : 106 - Waiting for element - [[ChromeDriver: chrome on MAC (c80c3b1639019a4ee00ca9c2bb73c970)] -> xpath: //span[contains(text(),'Hello')]] for - 100 seconds
2019-03-19 22:03:163 INFO  WaitHelper : 109 - Element - [[ChromeDriver: chrome on MAC (c80c3b1639019a4ee00ca9c2bb73c970)] -> xpath: //span[contains(text(),'Hello')]] is visible now
2019-03-19 22:03:164 INFO  TestBase : 173 - capturing screenshot
2019-03-19 22:03:942 INFO  WaitHelper : 28 - WaitHelper object created
2019-03-19 22:03:962 INFO  WaitHelper : 106 - Waiting for element - [[ChromeDriver: chrome on MAC (c80c3b1639019a4ee00ca9c2bb73c970)] -> xpath: //h1[contains(text(),'Sign in')]] for - 100 seconds
2019-03-19 22:03:990 INFO  WaitHelper : 109 - Element - [[ChromeDriver: chrome on MAC (c80c3b1639019a4ee00ca9c2bb73c970)] -> xpath: //h1[contains(text(),'Sign in')]] is visible now
2019-03-19 22:03:990 INFO  TestBase : 173 - capturing screenshot
2019-03-19 22:03:434 INFO  SignInPage : 53 - Entering email - test@gmail.com
2019-03-19 22:03:569 INFO  SignInPage : 59 - Entering password - admin
2019-03-19 22:03:627 INFO  SignInPage : 65 - Clicking on sign in button
2019-03-19 22:03:576 INFO  WaitHelper : 28 - WaitHelper object created
2019-03-20 14:03:543 INFO  TestBase : 125 - The driver executable does not exist: E:\Local_Drive\Automation\Contributor\AmazonFramework\src\main\resources\drivers\chromedriver.exe
2019-03-20 14:03:199 INFO  TestBase : 133 - Initialize WebDriver 949684105
2019-03-20 14:03:207 INFO  WaitHelper : 28 - WaitHelper object created
2019-03-20 14:03:217 INFO  WaitHelper : 35 - setting implicit wait to 120
2019-03-20 14:03:217 INFO  WaitHelper : 99 - waiting for the page to load for : 100 seconds
2019-03-20 14:03:222 INFO  WaitHelper : 101 - page has been loaded
2019-03-20 14:03:705 INFO  TestBase : 190 - Navigating to : https://www.amazon.com
2019-03-20 14:03:736 INFO  WaitHelper : 28 - WaitHelper object created
2019-03-20 14:03:818 INFO  WaitHelper : 106 - Waiting for element - [[ChromeDriver: chrome on XP (1090845f2d220ba9d3e14e83f12876e4)] -> xpath: //span[contains(text(),'Hello')]] for - 100 seconds
2019-03-20 14:03:134 INFO  WaitHelper : 109 - Element - [[ChromeDriver: chrome on XP (1090845f2d220ba9d3e14e83f12876e4)] -> xpath: //span[contains(text(),'Hello')]] is visible now
2019-03-20 14:03:135 INFO  TestBase : 173 - capturing screenshot
2019-03-20 14:03:184 INFO  WaitHelper : 28 - WaitHelper object created
2019-03-20 14:03:211 INFO  WaitHelper : 106 - Waiting for element - [[ChromeDriver: chrome on XP (1090845f2d220ba9d3e14e83f12876e4)] -> xpath: //h1[contains(text(),'Sign in')]] for - 100 seconds
2019-03-20 14:03:246 INFO  WaitHelper : 109 - Element - [[ChromeDriver: chrome on XP (1090845f2d220ba9d3e14e83f12876e4)] -> xpath: //h1[contains(text(),'Sign in')]] is visible now
2019-03-20 14:03:247 INFO  TestBase : 173 - capturing screenshot
2019-03-20 14:03:566 INFO  SignInPage : 53 - Entering email - test@gmail.com
2019-03-20 14:03:814 INFO  SignInPage : 59 - Entering password - admin
2019-03-20 14:03:21 INFO  SignInPage : 65 - Clicking on sign in button
2019-03-20 14:03:308 INFO  WaitHelper : 28 - WaitHelper object created
2019-03-20 14:03:332 INFO  WaitHelper : 106 - Waiting for element - Proxy element for: DefaultElementLocator 'By.xpath: //*[@id='nav-shop']/a' for - 100 seconds
2019-03-20 15:03:175 INFO  TestBase : 133 - Initialize WebDriver 949684105
2019-03-20 15:03:181 INFO  WaitHelper : 28 - WaitHelper object created
2019-03-20 15:03:188 INFO  WaitHelper : 35 - setting implicit wait to 120
2019-03-20 15:03:189 INFO  WaitHelper : 99 - waiting for the page to load for : 100 seconds
2019-03-20 15:03:193 INFO  WaitHelper : 101 - page has been loaded
2019-03-20 15:03:133 INFO  TestBase : 190 - Navigating to : https://www.amazon.com
2019-03-20 15:03:160 INFO  WaitHelper : 28 - WaitHelper object created
2019-03-20 15:03:230 INFO  WaitHelper : 106 - Waiting for element - [[ChromeDriver: chrome on XP (df5832a7ad661e08ff4dc35b6f1a7132)] -> xpath: //span[contains(text(),'Hello')]] for - 100 seconds
2019-03-20 15:03:617 INFO  WaitHelper : 109 - Element - [[ChromeDriver: chrome on XP (df5832a7ad661e08ff4dc35b6f1a7132)] -> xpath: //span[contains(text(),'Hello')]] is visible now
2019-03-20 15:03:617 INFO  TestBase : 173 - capturing screenshot
2019-03-20 15:03:497 INFO  WaitHelper : 28 - WaitHelper object created
2019-03-20 15:03:527 INFO  WaitHelper : 106 - Waiting for element - [[ChromeDriver: chrome on XP (df5832a7ad661e08ff4dc35b6f1a7132)] -> xpath: //h1[contains(text(),'Sign in')]] for - 100 seconds
2019-03-20 15:03:570 INFO  WaitHelper : 109 - Element - [[ChromeDriver: chrome on XP (df5832a7ad661e08ff4dc35b6f1a7132)] -> xpath: //h1[contains(text(),'Sign in')]] is visible now
